offense;lon;lat
aggravated assault;-95.3621404 ;29.8300033 
aggravated assault;-95.3534167 ;29.7342034 
aggravated assault;-95.4630160 ;29.6677056 
aggravated assault;-95.3151328 ;29.8521836 
aggravated assault;-95.2938694 ;29.9980333 
aggravated assault;-95.3967935 ;29.8314183 
aggravated assault;-95.3186872 ;29.7950062 
aggravated assault;-95.4592070 ;29.8767354 
aggravated assault;-95.3515188 ;29.7755135 
aggravated assault;-95.3755995 ;29.8374064 
aggravated assault;-95.4666810 ;29.8840610 
aggravated assault;-95.1066020 ;29.5946420 
aggravated assault;-95.3684271 ;29.6874927 
aggravated assault;-95.6148899 ;29.7043427 
aggravated assault;-95.5388305 ;29.7503945 
aggravated assault;-95.4952420 ;29.7084467 
aggravated assault;-95.3625470 ;29.6678460 
aggravated assault;-95.4690150 ;29.8580500 
aggravated assault;-95.4062640 ;29.7354858 
aggravated assault;-95.5537637 ;29.6891940 
aggravated assault;-95.5918369 ;29.7308251 
aggravated assault;-95.5185674 ;29.7988194 
aggravated assault;-95.3358578 ;29.7886565 
aggravated assault;-95.4126282 ;29.6895250 
aggravated assault;-95.3596417 ;29.7316796 
aggravated assault;-95.2712137 ;29.6922645 
aggravated assault;-95.4149437 ;29.7161752 
aggravated assault;-95.3445033 ;29.6221795 
aggravated assault;-95.3960200 ;29.6835280 
aggravated assault;-95.3339900 ;29.6476779 
aggravated assault;-95.5093390 ;29.6924810 
aggravated assault;-95.5315475 ;29.6884306 
aggravated assault;-95.2588581 ;29.8542542 
aggravated assault;-95.3520140 ;29.7675435 
aggravated assault;-95.5441452 ;29.7814639 
aggravated assault;-95.5413126 ;29.6760080 
aggravated assault;-95.3885270 ;29.7816257 
aggravated assault;-95.5174711 ;29.7052907 
aggravated assault;-95.3428871 ;29.6679841 
aggravated assault;-95.4191795 ;29.6809422 
aggravated assault;-95.3130009 ;29.8309077 
aggravated assault;-95.6882934 ;29.7945146 
aggravated assault;-95.3357461 ;29.7774127 
aggravated assault;-95.3924671 ;29.8130779 
aggravated assault;-95.4653975 ;29.8066766 
aggravated assault;-95.3769744 ;29.7588858 
aggravated assault;-95.4920553 ;29.7261186 
aggravated assault;-95.3182714 ;29.7729027 
aggravated assault;-95.4958950 ;29.7288060 
aggravated assault;-95.3813548 ;29.7559653 
aggravated assault;-95.5115097 ;29.7131080 
aggravated assault;-95.4006250 ;29.6934961 
aggravated assault;-95.5876936 ;29.7793995 
aggravated assault;-95.4597726 ;29.8761460 
aggravated assault;-95.5965430 ;29.6763831 
aggravated assault;-95.3333859 ;29.7966472 
aggravated assault;-95.4124726 ;29.7425747 
aggravated assault;-95.3376966 ;29.8289330 
aggravated assault;-95.4079445 ;29.8300009 
aggravated assault;-95.2859658 ;29.7311939 
aggravated assault;-95.4394380 ;29.9429180 
aggravated assault;-95.4180559 ;29.8596170 
aggravated assault;-95.4378990 ;29.7011125 
aggravated assault;-95.3669738 ;29.6984556 
aggravated assault;-95.5493444 ;29.6906293 
aggravated assault;-95.5642031 ;29.6893036 
aggravated assault;-95.3558377 ;29.7200965 
aggravated assault;-95.4890930 ;29.7236225 
aggravated assault;-95.4763787 ;29.7129132 
aggravated assault;-95.4781070 ;29.6805160 
aggravated assault;-95.2028882 ;29.7641733 
aggravated assault;-95.2552501 ;29.8560607 
aggravated assault;-95.3671293 ;29.7302441 
aggravated assault;-95.6014623 ;29.7143276 
aggravated assault;-95.5711170 ;29.6670696 
aggravated assault;-95.2556816 ;29.7416338 
aggravated assault;-95.3895672 ;29.8164657 
aggravated assault;-95.3115405 ;29.7755910 
aggravated assault;-95.2342029 ;29.6053150 
aggravated assault;-95.3293812 ;29.7953344 
aggravated assault;-95.6162481 ;29.6971309 
aggravated assault;-95.4261848 ;29.9442520 
aggravated assault;-95.4062744 ;29.7790129 
aggravated assault;-95.4954309 ;29.6399366 
aggravated assault;-95.2414913 ;29.6446117 
aggravated assault;-95.3549827 ;29.7380961 
aggravated assault;-95.6581263 ;29.7269204 
aggravated assault;-95.3334257 ;29.7817190 
aggravated assault;-95.4813522 ;29.7201219 
aggravated assault;-95.3680409 ;29.6770219 
aggravated assault;-95.3741989 ;29.7484982 
aggravated assault;-95.3303614 ;29.8374045 
aggravated assault;-95.1148079 ;29.5664805 
aggravated assault;-95.6581263 ;29.7269204 
aggravated assault;-95.5056714 ;29.6759587 
aggravated assault;-95.2927758 ;29.8258482 
aggravated assault;-95.5382642 ;29.7063683 
aggravated assault;-95.4119520 ;29.9255410 
aggravated assault;-95.5207076 ;29.7282688 
aggravated assault;-95.5693298 ;29.6862670 
aggravated assault;-95.3389272 ;29.6712519 
aggravated assault;-95.3191403 ;29.6454511 
aggravated assault;-95.4679509 ;29.7928547 
aggravated assault;-95.2226659 ;29.7757244 
aggravated assault;-95.4717680 ;29.8462560 
aggravated assault;-95.2922458 ;29.7172820 
aggravated assault;-95.3375127 ;29.7515563 
aggravated assault;-95.3456690 ;29.6780950 
aggravated assault;-95.5213601 ;29.7847957 
aggravated assault;-95.3529146 ;29.8591174 
aggravated assault;-95.3108405 ;29.7094031 
aggravated assault;-95.5200722 ;29.7969431 
aggravated assault;-95.3340261 ;29.8710063 
aggravated assault;-95.2431490 ;29.6041630 
aggravated assault;-95.5498785 ;29.6687637 
aggravated assault;-95.5016870 ;29.6446760 
aggravated assault;-95.5511960 ;29.8382410 
aggravated assault;-95.3342395 ;29.7836366 
aggravated assault;-95.5785460 ;29.7478442 
aggravated assault;-95.2491678 ;29.6514907 
aggravated assault;-95.5195324 ;29.7259821 
aggravated assault;-95.3515801 ;29.7940709 
aggravated assault;-95.3538670 ;29.8025458 
aggravated assault;-95.3892625 ;29.7467374 
aggravated assault;-95.4308855 ;29.6175598 
aggravated assault;-95.5290840 ;29.7275504 
aggravated assault;-95.3975610 ;29.7923773 
aggravated assault;-95.2346250 ;29.6213250 
aggravated assault;-95.2201792 ;29.7757542 
aggravated assault;-95.5537735 ;29.6762915 
aggravated assault;-95.4607728 ;29.8068463 
aggravated assault;-95.5260690 ;29.6457330 
aggravated assault;-95.4397233 ;29.7417333 
aggravated assault;-95.3335591 ;29.7957257 
aggravated assault;-95.5136995 ;29.7153646 
aggravated assault;-95.3212829 ;29.6688450 
aggravated assault;-95.3588839 ;29.6652655 
aggravated assault;-95.4357535 ;29.6708471 
aggravated assault;-95.3871362 ;29.8766796 
aggravated assault;-95.4184463 ;29.7152342 
aggravated assault;-95.2993681 ;29.9521675 
aggravated assault;-95.3446811 ;29.6901872 
aggravated assault;-95.5786356 ;29.6594022 
aggravated assault;-95.4018500 ;29.8623520 
aggravated assault;-95.4689388 ;29.8403271 
aggravated assault;-95.2752745 ;29.7146855 
aggravated assault;-95.5388623 ;29.7082547 
aggravated assault;-95.3016580 ;29.7377376 
aggravated assault;-95.4241030 ;29.6298250 
aggravated assault;-95.5136995 ;29.7153646 
aggravated assault;-95.3265435 ;29.7892835 
aggravated assault;-95.3395550 ;29.6306200 
aggravated assault;-95.3643206 ;29.6897050 
aggravated assault;-95.2786329 ;29.8498916 
aggravated assault;-95.4029859 ;29.8491089 
aggravated assault;-95.3376966 ;29.8289330 
aggravated assault;-95.3418955 ;29.7843963 
aggravated assault;-95.3389260 ;29.7027180 
aggravated assault;-95.2562816 ;29.7484926 
aggravated assault;-95.2600801 ;29.6747679 
aggravated assault;-95.3296833 ;29.7733811 
aggravated assault;-95.2414913 ;29.6446117 
aggravated assault;-95.3191242 ;29.7679419 
aggravated assault;-95.3601409 ;29.7259923 
aggravated assault;-95.4804161 ;29.8704351 
aggravated assault;-95.4008586 ;29.7690074 
aggravated assault;-95.4217840 ;29.7779156 
aggravated assault;-95.4899806 ;29.7164280 
aggravated assault;-95.5280550 ;29.6557576 
aggravated assault;-95.3614987 ;29.7759086 
aggravated assault;-95.2624380 ;29.6679890 
aggravated assault;-95.3737850 ;29.8536160 
aggravated assault;-95.3778364 ;29.7593002 
aggravated assault;-95.5523967 ;29.6800385 
aggravated assault;-95.4220650 ;29.7043944 
aggravated assault;-95.3146092 ;29.6128406 
aggravated assault;-95.5715700 ;29.7152280 
aggravated assault;-95.1873523 ;30.0634915 
aggravated assault;-95.4648384 ;29.8410665 
aggravated assault;-95.3563456 ;29.6660176 
aggravated assault;-95.5321222 ;29.7900341 
aggravated assault;-95.3926715 ;29.8228623 
aggravated assault;-95.3523631 ;29.8479467 
aggravated assault;-95.4249270 ;29.6812386 
aggravated assault;-95.3640060 ;29.7365242 
aggravated assault;-95.5549507 ;29.6709186 
aggravated assault;-95.4763831 ;29.7275615 
aggravated assault;-95.3623097 ;29.7426691 
aggravated assault;-95.2527190 ;29.8508033 
aggravated assault;-95.3326349 ;29.6754984 
aggravated assault;-95.4090934 ;29.6014521 
aggravated assault;-95.3507140 ;29.8709634 
aggravated assault;-95.4458791 ;29.6156568 
aggravated assault;-95.5519656 ;29.6872815 
aggravated assault;-95.5326857 ;29.6745195 
aggravated assault;-95.3506838 ;29.7846348 
aggravated assault;-95.3250481 ;29.6870511 
aggravated assault;-95.4071007 ;29.9251290 
aggravated assault;-95.3686898 ;29.8461103 
aggravated assault;-95.3564700 ;29.6618870 
aggravated assault;-95.5788000 ;29.7937120 
aggravated assault;-95.5501624 ;29.6938096 
aggravated assault;-95.3780760 ;29.7371300 
aggravated assault;-95.6088741 ;29.8795563 
aggravated assault;-95.3158343 ;29.8640291 
aggravated assault;-95.2552235 ;29.7366014 
aggravated assault;-95.2597970 ;29.8639900 
aggravated assault;-95.5878440 ;29.6703820 
aggravated assault;-95.4629959 ;29.6677578 
aggravated assault;-95.5577113 ;29.6904793 
aggravated assault;-95.4040093 ;29.7715943 
aggravated assault;-95.2901927 ;29.7063860 
aggravated assault;-95.4070560 ;29.7335397 
aggravated assault;-95.2552523 ;29.7374301 
aggravated assault;-95.3855375 ;29.6577040 
aggravated assault;-95.3380920 ;29.6629110 
aggravated assault;-95.5846223 ;29.6978032 
aggravated assault;-95.3464345 ;29.6681957 
aggravated assault;-95.2427511 ;29.6501331 
aggravated assault;-95.3755396 ;29.7278419 
aggravated assault;-95.3548870 ;29.7258980 
aggravated assault;-95.3545687 ;29.8110069 
aggravated assault;-95.5586437 ;29.6851305 
aggravated assault;-95.3669130 ;29.7290682 
aggravated assault;-95.6756375 ;29.7856355 
aggravated assault;-95.3555745 ;29.6247960 
aggravated assault;-95.3564350 ;29.6762880 
aggravated assault;-95.3951353 ;29.8490657 
aggravated assault;-95.3332940 ;29.6784120 
aggravated assault;-95.5940736 ;29.7770568 
aggravated assault;-95.2624380 ;29.6679890 
aggravated assault;-95.5543821 ;29.6893978 
aggravated assault;-95.4549194 ;29.6031222 
aggravated assault;-95.3696939 ;29.8119641 
aggravated assault;-95.2662676 ;29.8548725 
