offense;lon;lat
auto theft;-95.4913990 ;29.6394190 
auto theft;-95.3976501 ;29.8471276 
auto theft;-95.3269399 ;29.7360030 
auto theft;-95.1918995 ;29.5866695 
auto theft;-95.3752491 ;29.7161991 
auto theft;-95.3538547 ;29.7309672 
auto theft;-95.5407229 ;29.6636663 
auto theft;-95.3951581 ;29.9505382 
auto theft;-95.3323708 ;29.8636316 
auto theft;-95.3357264 ;29.7371290 
auto theft;-95.4766146 ;29.7237123 
auto theft;-95.2614603 ;29.6791535 
auto theft;-95.3156142 ;29.7120711 
auto theft;-95.5141759 ;29.7339264 
auto theft;-95.3670841 ;29.9514436 
auto theft;-95.2420684 ;29.6379862 
auto theft;-95.5406497 ;29.7014641 
auto theft;-95.5115097 ;29.7131080 
auto theft;-95.4520590 ;29.6578207 
auto theft;-95.4676568 ;29.6378400 
auto theft;-95.3540295 ;29.6526174 
auto theft;-95.3957479 ;29.9443270 
auto theft;-95.3354101 ;29.7070647 
auto theft;-95.6088878 ;29.7810783 
auto theft;-95.1268931 ;29.5718965 
auto theft;-95.5056564 ;29.6390850 
auto theft;-95.4231065 ;29.9549192 
auto theft;-95.5477392 ;29.7121687 
auto theft;-95.4119520 ;29.9255410 
auto theft;-95.3682010 ;29.8623711 
auto theft;-95.6581263 ;29.7269204 
auto theft;-95.4182189 ;29.6821908 
auto theft;-95.5588941 ;29.8363999 
auto theft;-95.3940895 ;29.7849876 
auto theft;-95.3925650 ;29.8114216 
auto theft;-95.3788846 ;29.7225085 
auto theft;-95.4628603 ;29.8805960 
auto theft;-95.5523102 ;29.6752347 
auto theft;-95.5762807 ;29.7422980 
auto theft;-95.5522426 ;29.6983644 
auto theft;-95.5260090 ;29.6869653 
auto theft;-95.4119520 ;29.9255410 
auto theft;-95.5523102 ;29.6752347 
auto theft;-95.4731774 ;29.8422998 
auto theft;-95.4071007 ;29.9251290 
auto theft;-95.4344310 ;29.8253463 
auto theft;-95.2117676 ;29.6017974 
auto theft;-95.5678557 ;29.6889504 
auto theft;-95.5156956 ;29.7351221 
auto theft;-95.4918887 ;29.7164179 
auto theft;-95.1892150 ;29.7771810 
auto theft;-95.4045743 ;29.7403290 
auto theft;-95.4966640 ;29.7546311 
auto theft;-95.3096460 ;29.8385312 
auto theft;-95.4860095 ;29.8288519 
auto theft;-95.1967628 ;29.7625987 
auto theft;-95.5819770 ;29.6589320 
auto theft;-95.5421558 ;29.7231467 
auto theft;-95.6863020 ;29.7867040 
auto theft;-95.4804810 ;29.5993408 
auto theft;-95.3160474 ;29.6656573 
auto theft;-95.4667419 ;29.7625122 
auto theft;-95.4611076 ;29.7511988 
auto theft;-95.5464404 ;29.7229859 
auto theft;-95.2840650 ;29.8549690 
auto theft;-95.2340999 ;29.6264487 
auto theft;-95.4065548 ;29.9223899 
auto theft;-95.6022419 ;29.6698107 
auto theft;-95.4653550 ;29.7356510 
auto theft;-95.4219004 ;29.6850228 
auto theft;-95.5083759 ;29.6560888 
auto theft;-95.6129833 ;29.6666480 
auto theft;-95.4874916 ;29.8316135 
auto theft;-95.5002688 ;29.8898351 
auto theft;-95.6527091 ;29.7321254 
auto theft;-95.5304598 ;29.8402393 
auto theft;-95.3045728 ;29.8429254 
auto theft;-95.3664656 ;29.7032151 
auto theft;-95.2888525 ;29.6958646 
auto theft;-95.2390674 ;29.6705375 
auto theft;-95.3888854 ;29.7458292 
auto theft;-95.1528995 ;29.5429505 
auto theft;-95.5521627 ;29.6949487 
auto theft;-95.2810483 ;29.7114274 
auto theft;-95.2863899 ;29.8203206 
auto theft;-95.5298110 ;29.7377260 
auto theft;-95.3827332 ;29.7694519 
auto theft;-95.3798432 ;29.7285415 
auto theft;-95.4753115 ;29.8429088 
auto theft;-95.5169184 ;29.7130437 
auto theft;-95.2806590 ;30.1029487 
auto theft;-95.2875670 ;29.6816350 
auto theft;-95.4468863 ;29.8141432 
auto theft;-95.3008867 ;29.8509305 
auto theft;-95.5011073 ;29.7200931 
auto theft;-95.5696232 ;29.6843247 
auto theft;-95.5896245 ;29.6683633 
auto theft;-95.3666705 ;29.7515677 
auto theft;-95.2771578 ;29.6690672 
auto theft;-95.5581122 ;29.7368535 
auto theft;-95.5533897 ;29.9653316 
auto theft;-95.4126282 ;29.6895250 
auto theft;-95.2323370 ;29.6206690 
auto theft;-95.4334681 ;29.7330749 
auto theft;-95.5741135 ;29.6983233 
auto theft;-95.5353023 ;29.6912075 
auto theft;-95.5315475 ;29.6884306 
auto theft;-95.3842781 ;29.8341827 
auto theft;-95.3951543 ;29.7833202 
auto theft;-95.2208292 ;29.6128410 
auto theft;-95.4553808 ;29.5848867 
auto theft;-95.5961714 ;29.7028571 
auto theft;-95.3412772 ;29.6815435 
auto theft;-95.2193336 ;29.7670444 
auto theft;-95.3427776 ;29.6505910 
auto theft;-95.4764150 ;29.8855670 
auto theft;-95.5421558 ;29.7231467 
auto theft;-95.5959455 ;29.6898114 
auto theft;-95.3300740 ;29.6583370 
auto theft;-95.3938902 ;29.8284544 
auto theft;-95.5441452 ;29.7814639 
auto theft;-95.2747289 ;29.6867860 
auto theft;-95.4202090 ;29.7752986 
auto theft;-95.2579334 ;29.6638782 
auto theft;-95.1483547 ;29.5468916 
auto theft;-95.3527309 ;29.7540550 
auto theft;-95.5008794 ;29.7375457 
auto theft;-95.4854090 ;29.8638650 
auto theft;-95.5385179 ;29.7432774 
auto theft;-95.5359050 ;29.7794713 
auto theft;-95.3751501 ;29.7280689 
auto theft;-95.1425931 ;29.5409310 
auto theft;-95.2873270 ;29.6799840 
auto theft;-95.5591049 ;29.6865862 
auto theft;-95.2412610 ;29.6208282 
auto theft;-95.4889623 ;29.7145675 
auto theft;-95.3089863 ;29.7164864 
auto theft;-95.3762708 ;29.7948652 
auto theft;-95.1290609 ;29.5702916 
auto theft;-95.5560685 ;29.6792284 
auto theft;-95.5550905 ;29.6843430 
auto theft;-95.2768417 ;29.6586278 
auto theft;-95.5523277 ;29.7012847 
auto theft;-95.3681263 ;29.8078055 
auto theft;-95.2627005 ;29.6690448 
auto theft;-95.5009012 ;29.7433050 
auto theft;-95.2723983 ;29.6604246 
auto theft;-95.3845011 ;29.8454548 
auto theft;-95.5497405 ;29.6805605 
auto theft;-95.2737147 ;29.8361669 
auto theft;-95.4731964 ;29.7929406 
auto theft;-95.5510414 ;29.8432143 
auto theft;-95.2858595 ;29.6742070 
auto theft;-95.3807761 ;29.7344925 
auto theft;-95.3967935 ;29.8314183 
auto theft;-95.2323370 ;29.6206690 
auto theft;-95.4885282 ;29.7353783 
auto theft;-95.4111480 ;29.9456355 
auto theft;-95.2995416 ;29.8776391 
auto theft;-95.4417186 ;29.8756765 
auto theft;-95.3404151 ;29.8405081 
auto theft;-95.3897535 ;29.7556323 
auto theft;-95.2420684 ;29.6379862 
auto theft;-95.3457687 ;29.7761010 
auto theft;-95.5555810 ;29.7077453 
auto theft;-95.5462715 ;29.9714079 
auto theft;-95.3892477 ;29.8201643 
auto theft;-95.3036319 ;29.9443898 
auto theft;-95.6117462 ;29.7200833 
auto theft;-95.2923658 ;29.7326090 
auto theft;-95.5487201 ;29.7352107 
auto theft;-95.3440057 ;29.7766535 
auto theft;-95.5391983 ;29.7204580 
auto theft;-95.3191119 ;29.8485604 
auto theft;-95.5604286 ;29.8390533 
auto theft;-95.5403090 ;29.7136836 
auto theft;-95.2771578 ;29.6690672 
auto theft;-95.2159713 ;29.7705938 
auto theft;-95.3535655 ;29.7584913 
auto theft;-95.3754281 ;29.6533902 
auto theft;-95.5395214 ;29.8127022 
auto theft;-95.5027230 ;29.6562525 
auto theft;-95.4392713 ;29.6121625 
auto theft;-95.1711484 ;29.5943943 
auto theft;-95.4776061 ;29.7229851 
auto theft;-95.5456075 ;29.7237452 
auto theft;-95.4052287 ;29.9160277 
auto theft;-95.5786120 ;29.7070500 
auto theft;-95.5272496 ;29.6803003 
auto theft;-95.5631716 ;29.7376388 
auto theft;-95.4037835 ;29.9504269 
auto theft;-95.2922458 ;29.7172820 
auto theft;-95.5711170 ;29.6670696 
auto theft;-95.2286088 ;29.7869055 
auto theft;-95.5533897 ;29.9653316 
auto theft;-95.3156142 ;29.7120711 
auto theft;-95.5837740 ;29.6770930 
auto theft;-95.4812436 ;29.6509979 
auto theft;-95.2480086 ;29.6805057 
auto theft;-95.4204240 ;29.6797500 
auto theft;-95.5145808 ;29.8487637 
auto theft;-95.4112815 ;29.6907749 
auto theft;-95.4258220 ;29.8869150 
auto theft;-95.3848765 ;29.8704722 
auto theft;-95.5160868 ;29.6749334 
auto theft;-95.3754090 ;29.8701475 
auto theft;-95.5213601 ;29.7847957 
auto theft;-95.2842478 ;29.8318552 
auto theft;-95.2291107 ;29.8050778 
auto theft;-95.4364328 ;29.6771770 
auto theft;-95.1202876 ;29.9939878 
auto theft;-95.3188422 ;29.8333253 
auto theft;-95.3778819 ;29.7980793 
auto theft;-95.4636460 ;29.7411800 
auto theft;-95.3156241 ;29.6641885 
auto theft;-95.5683489 ;29.7369287 
auto theft;-95.3134771 ;29.6815973 
auto theft;-95.5027230 ;29.6562525 
auto theft;-95.3348660 ;29.7470603 
auto theft;-95.5706359 ;29.6553467 
auto theft;-95.3622102 ;29.8550795 
auto theft;-95.5365156 ;29.6814815 
auto theft;-95.4474717 ;29.8727908 
auto theft;-95.4732848 ;29.8601684 
auto theft;-95.4717680 ;29.8462560 
auto theft;-95.5193951 ;29.7145606 
auto theft;-95.3115758 ;29.7385266 
auto theft;-95.3690640 ;29.7793324 
auto theft;-95.2866989 ;29.7404513 
auto theft;-95.3779955 ;29.7979667 
auto theft;-95.3367916 ;29.7529133 
auto theft;-95.5779410 ;29.6865570 
auto theft;-95.5171159 ;29.7382994 
auto theft;-95.4076479 ;29.9503840 
auto theft;-95.5073703 ;29.7400216 
auto theft;-95.2779710 ;29.7013809 
auto theft;-95.3003260 ;29.8510100 
auto theft;-95.5533897 ;29.9653316 
auto theft;-95.1090486 ;29.5611486 
auto theft;-95.3003260 ;29.8510100 
auto theft;-95.3775339 ;29.7524367 
auto theft;-95.2876610 ;29.6850290 
auto theft;-95.4001744 ;29.9237282 
auto theft;-95.4583180 ;29.6001800 
auto theft;-95.4071007 ;29.9251290 
auto theft;-95.2819970 ;29.8546701 
auto theft;-95.4431900 ;29.8340870 
auto theft;-95.4275373 ;29.7996037 
auto theft;-95.6882934 ;29.7945146 
auto theft;-95.3400978 ;29.6831691 
auto theft;-95.3357368 ;29.8691546 
auto theft;-95.4854226 ;29.5923769 
auto theft;-95.4204859 ;29.8919262 
auto theft;-95.5699577 ;29.8319614 
auto theft;-95.2556444 ;30.0347383 
auto theft;-95.3605741 ;29.7866469 
auto theft;-95.2563530 ;29.6565540 
auto theft;-95.4795751 ;29.7165602 
auto theft;-95.2323370 ;29.6206690 
auto theft;-95.3186344 ;29.8482356 
auto theft;-95.2201792 ;29.7757542 
auto theft;-95.3497064 ;29.8286123 
auto theft;-95.2771578 ;29.6690672 
auto theft;-95.2898417 ;29.9019059 
auto theft;-95.4361073 ;29.7891371 
auto theft;-95.2868256 ;29.6703278 
auto theft;-95.4552090 ;29.6892639 
auto theft;-95.4999158 ;29.6568958 
auto theft;-95.4264032 ;29.7985159 
auto theft;-95.3703754 ;29.8590084 
auto theft;-95.5547140 ;29.7379160 
auto theft;-95.5334423 ;29.6780824 
auto theft;-95.2769979 ;29.6635849 
auto theft;-95.4512577 ;29.5874547 
auto theft;-95.5519880 ;29.6790380 
auto theft;-95.4924632 ;29.7127247 
auto theft;-95.5499308 ;29.6687151 
auto theft;-95.5187110 ;29.7052905 
auto theft;-95.3993698 ;29.9505077 
auto theft;-95.5315663 ;29.7385083 
auto theft;-95.3951581 ;29.9505382 
auto theft;-95.3206969 ;29.7403487 
auto theft;-95.4389595 ;29.7234884 
auto theft;-95.3730558 ;29.7450791 
auto theft;-95.2877739 ;29.7012765 
auto theft;-95.5286666 ;29.6842907 
auto theft;-95.5830093 ;29.6580582 
auto theft;-95.4063169 ;29.7617435 
auto theft;-95.3106785 ;29.8662704 
auto theft;-95.3994944 ;29.8231869 
auto theft;-95.3658477 ;29.7785013 
auto theft;-95.5670940 ;29.7387325 
auto theft;-95.4706313 ;29.7643774 
auto theft;-95.1250484 ;29.5619585 
auto theft;-95.5905420 ;29.6958320 
auto theft;-95.3512065 ;29.7948473 
auto theft;-95.5140938 ;29.7287505 
auto theft;-95.5464422 ;29.7229857 
auto theft;-95.5669626 ;29.7434765 
auto theft;-95.6252382 ;29.7578029 
auto theft;-95.3700162 ;29.8458404 
auto theft;-95.4636460 ;29.7411800 
auto theft;-95.3888733 ;29.7355680 
auto theft;-95.5549850 ;29.6731123 
auto theft;-95.3658549 ;29.6516293 
auto theft;-95.6106359 ;29.6991342 
auto theft;-95.5086195 ;29.6642544 
auto theft;-95.5092978 ;29.8310261 
auto theft;-95.4235240 ;29.9606470 
auto theft;-95.3655034 ;29.7019992 
auto theft;-95.3833755 ;29.6744137 
auto theft;-95.4294680 ;29.6432520 
auto theft;-95.5058138 ;29.6820497 
auto theft;-95.4075524 ;29.8472589 
auto theft;-95.2821630 ;29.7491526 
auto theft;-95.2323370 ;29.6206690 
auto theft;-95.4063271 ;29.9317188 
auto theft;-95.5024839 ;29.6958042 
auto theft;-95.3308815 ;29.8705623 
auto theft;-95.4196869 ;29.8952151 
auto theft;-95.5281316 ;29.6799872 
auto theft;-95.3825619 ;29.6224450 
auto theft;-95.5143457 ;29.8540643 
auto theft;-95.3868020 ;29.7050330 
auto theft;-95.2810990 ;30.0015262 
auto theft;-95.3699226 ;29.7219070 
auto theft;-95.4259803 ;29.9607171 
auto theft;-95.4235240 ;29.9606470 
auto theft;-95.3444929 ;29.6214365 
auto theft;-95.3954825 ;29.6707554 
auto theft;-95.5488517 ;29.7175956 
auto theft;-95.2895262 ;29.7043010 
auto theft;-95.4477461 ;29.8190859 
auto theft;-95.3457374 ;29.9456212 
auto theft;-95.4732848 ;29.8601684 
auto theft;-95.4515689 ;29.7215154 
auto theft;-95.3889135 ;29.6577869 
auto theft;-95.3789280 ;29.8166231 
auto theft;-95.4528088 ;29.6023625 
auto theft;-95.5047733 ;29.7058001 
auto theft;-95.5845884 ;29.6933304 
auto theft;-95.6325651 ;29.7854228 
auto theft;-95.1928079 ;29.7712184 
auto theft;-95.5379200 ;29.6971011 
auto theft;-95.3420232 ;29.6703123 
auto theft;-95.4468863 ;29.8141432 
auto theft;-95.5577618 ;29.7122585 
auto theft;-95.5976440 ;29.6659220 
auto theft;-95.3736799 ;29.8560640 
auto theft;-95.2967656 ;29.6993321 
auto theft;-95.4104466 ;29.8240553 
auto theft;-95.2894120 ;29.6560110 
auto theft;-95.2323370 ;29.6206690 
auto theft;-95.4592480 ;29.7309855 
auto theft;-95.5314953 ;29.7376463 
auto theft;-95.3363021 ;29.8485482 
auto theft;-95.4500817 ;29.8150663 
auto theft;-95.5027230 ;29.6562525 
auto theft;-95.5077004 ;29.8328422 
auto theft;-95.3494175 ;29.6446262 
auto theft;-95.3008140 ;29.8086830 
auto theft;-95.4076479 ;29.9503840 
auto theft;-95.2955305 ;29.6905770 
auto theft;-95.3650475 ;29.6516280 
auto theft;-95.5523072 ;29.7002417 
auto theft;-95.3593517 ;29.7464053 
auto theft;-95.5355721 ;29.6107826 
auto theft;-95.4636460 ;29.7411800 
auto theft;-95.5388428 ;29.8227827 
auto theft;-95.4503621 ;29.6072739 
auto theft;-95.2146000 ;29.6061675 
auto theft;-95.4824469 ;29.6822120 
auto theft;-95.5504540 ;29.6836590 
auto theft;-95.3950380 ;29.9472980 
auto theft;-95.4395508 ;29.8344721 
auto theft;-95.5124944 ;29.8099252 
auto theft;-95.3164891 ;29.6978393 
auto theft;-95.5671484 ;29.7243002 
auto theft;-95.2772800 ;29.7148880 
auto theft;-95.9259616 ;30.0619502 
auto theft;-95.4231065 ;29.9549192 
auto theft;-95.3842501 ;29.8384612 
auto theft;-95.4733454 ;29.6468024 
